0	6.400000
1	7.800000
2	11.400000
3	10.400000
4	6.800000
5	19.200000
6	5.600000
7	9.400000
8	19.400000
9	10.400000
10	16.000000
11	6.200000
12	9.600000
13	17.800000
14	12.400000
15	18.000000
16	21.600000
17	15.400000
18	9.000000
19	8.600000
20	10.200000
21	8.400000
22	12.400000
23	5.400000
24	12.000000
25	16.200000
26	18.000000
27	14.600000
28	5.400000
29	0.600000
30	4.800000
31	28.000000
32	10.600000
33	4.200000
34	1.000000
35	8.800000
36	5.200000
37	13.000000
38	8.400000
39	13.200000
40	16.000000
41	14.000000
42	12.000000
43	16.800000
44	15.000000
45	10.000000
46	1.400000
47	19.800000
48	8.400000
49	8.400000
50	9.000000
51	20.400000
52	8.600000
53	13.200000
54	10.200000
55	8.200000
56	8.800000
57	12.600000
58	15.200000
59	2.000000
60	9.000000
61	13.200000
62	15.800000
63	23.600000
64	3.000000
65	0.000000
66	3.400000
67	16.200000
68	4.000000
69	14.000000
70	6.800000
71	21.400000
72	6.800000
73	0.800000
74	7.400000
75	13.400000
76	6.200000
77	12.000000
78	19.600000
79	3.600000
80	30.400000
81	26.600000
82	18.000000
83	16.600000
84	5.200000
85	0.400000
86	13.000000
87	10.600000
88	8.600000
89	8.000000
90	13.600000
91	6.800000
92	4.400000
93	11.800000
94	7.200000
95	3.000000
96	11.400000
97	18.000000
98	10.000000
99	11.800000
100	40.800000
101	9.600000
102	6.800000
103	10.200000
104	6.000000
105	15.200000
106	18.600000
107	8.400000
108	9.000000
109	3.800000
110	5.800000
111	3.000000
112	10.000000
113	14.200000
114	2.400000
115	4.800000
116	18.200000
117	10.000000
118	16.400000
119	13.600000
120	13.000000
121	7.200000
122	7.400000
123	0.600000
124	5.800000
125	6.200000
126	17.800000
127	21.600000
128	8.600000
129	7.600000
130	7.400000
131	22.200000
132	7.400000
133	0.800000
134	10.400000
135	12.400000
136	6.800000
137	11.200000
138	7.200000
139	2.600000
140	30.400000
141	10.800000
142	12.800000
143	0.400000
144	7.000000
145	15.600000
146	16.600000
147	8.600000
148	1.800000
149	5.000000
150	3.200000
151	4.200000
152	4.200000
153	14.200000
154	4.600000
155	14.400000
156	4.800000
157	17.200000
158	5.000000
159	14.000000
160	20.600000
161	8.200000
162	20.200000
163	14.800000
164	6.800000
165	0.800000
166	4.200000
167	15.200000
168	8.000000
169	12.800000
170	3.800000
171	4.000000
172	0.400000
173	0.000000
174	2.600000
175	10.600000
176	7.000000
177	7.000000
178	4.800000
179	4.200000
180	7.800000
181	18.200000
182	16.000000
183	13.600000
184	12.200000
185	4.600000
186	10.400000
187	10.600000
188	10.200000
189	16.800000
190	11.400000
191	10.200000
192	19.600000
193	5.000000
194	6.600000
195	20.600000
196	8.200000
197	11.200000
198	8.800000
199	10.000000
200	8.600000
201	20.200000
202	12.000000
203	9.600000
204	6.200000
205	14.600000
206	14.800000
207	20.400000
208	7.400000
209	13.000000
210	7.000000
211	13.200000
212	10.200000
213	11.000000
214	12.000000
215	10.000000
216	5.000000
217	4.800000
218	1.200000
219	10.000000
220	9.400000
221	8.600000
222	6.200000
223	19.400000
224	12.600000
225	8.200000
226	10.000000
227	10.200000
228	10.400000
229	13.200000
230	5.600000
231	11.600000
232	1.000000
233	26.600000
234	17.000000
235	8.400000
236	4.600000
237	9.800000
238	12.000000
239	18.400000
240	2.800000
241	11.800000
242	2.600000
243	27.600000
244	12.200000
245	5.000000
246	2.800000
247	8.000000
248	8.400000
249	10.600000
250	7.600000
251	14.800000
252	4.600000
253	5.000000
254	15.800000
255	1.800000
256	3.400000
257	3.800000
258	2.000000
259	1.400000
260	10.000000
261	5.600000
262	0.800000
263	0.000000
264	0.000000
265	4.600000
266	0.000000
267	0.000000
268	5.800000
269	8.000000
270	14.200000
271	0.000000
272	4.800000
273	0.000000
274	13.800000
275	5.800000
276	12.000000
277	9.200000
278	4.400000
279	0.000000
280	8.200000
281	9.200000
282	2.600000
283	8.600000
284	2.000000
285	8.000000
286	10.000000
287	16.200000
288	6.000000
289	7.200000
290	6.200000
291	6.000000
292	8.400000
293	7.800000
294	5.200000
295	3.800000
296	4.400000
297	2.800000
298	2.200000
299	5.400000
300	2.000000
301	10.800000
302	2.000000
303	14.600000
304	1.600000
305	12.000000
306	8.800000
307	1.200000
308	0.800000
309	2.000000
310	14.200000
311	6.200000
312	6.400000
313	14.200000
314	9.800000
315	5.400000
316	13.400000
317	12.200000
318	7.000000
319	19.200000
320	10.200000
321	17.200000
322	6.000000
323	13.400000
324	11.800000
325	3.000000
326	4.200000
327	2.800000
328	10.200000
329	6.000000
330	6.200000
331	9.000000
332	4.400000
333	7.000000
334	1.000000
335	4.800000
336	6.400000
337	13.400000
338	4.800000
339	0.600000
340	15.200000
341	7.200000
342	7.800000
343	12.400000
344	18.600000
345	9.800000
346	8.400000
347	21.000000
348	3.000000
349	3.000000
350	10.600000
351	2.800000
352	12.400000
353	0.000000
354	4.200000
355	4.800000
356	10.000000
357	5.600000
358	20.000000
359	10.600000
360	8.800000
361	4.200000
362	11.200000
363	7.400000
364	2.400000
365	7.200000
366	4.600000
367	0.600000
368	12.600000
369	13.200000
370	6.000000
371	11.200000
372	12.400000
373	12.800000
374	4.400000
375	8.800000
376	8.400000
377	10.400000
378	8.800000
379	12.400000
380	12.600000
381	12.200000
382	2.200000
383	8.800000
384	6.600000
385	6.600000
386	9.400000
387	10.200000
388	3.400000
389	8.600000
390	9.600000
391	12.200000
392	5.000000
393	8.400000
394	6.400000
395	1.600000
396	9.800000
397	9.000000
398	2.200000
399	1.000000
400	14.600000
401	2.600000
402	19.600000
403	15.600000
404	9.600000
405	23.400000
406	4.400000
407	5.000000
408	9.600000
409	4.000000
410	6.200000
411	5.400000
412	30.200000
413	10.400000
414	14.200000
415	5.200000
416	0.600000
417	3.000000
418	6.800000
419	5.600000
420	2.800000
421	7.800000
422	4.400000
423	-1.800000
424	4.000000
425	1.800000
426	9.600000
427	3.600000
428	9.400000
429	12.600000
430	9.200000
431	12.600000
432	18.000000
433	2.400000
434	12.200000
435	12.200000
436	10.400000
437	6.400000
438	5.400000
439	0.600000
440	0.800000
441	14.200000
442	15.800000
443	3.000000
444	4.800000
445	11.200000
446	5.000000
447	13.000000
448	5.800000
449	2.600000
450	4.200000
451	5.600000
452	5.600000
453	8.600000
454	3.600000
455	16.600000
456	11.600000
457	18.400000
458	1.800000
459	4.000000
460	7.200000
461	5.000000
462	13.400000
463	10.600000
464	1.800000
465	17.400000
466	4.600000
467	8.600000
468	4.000000
469	4.000000
470	12.800000
471	0.200000
472	15.000000
473	15.200000
474	15.000000
475	11.400000
476	10.800000
477	8.800000
478	3.800000
479	1.000000
480	10.600000
481	1.200000
482	4.600000
483	22.800000
484	2.200000
485	4.200000
486	13.400000
487	10.200000
488	9.600000
489	0.800000
490	0.800000
491	6.600000
492	4.200000
493	4.200000
494	5.400000
495	0.000000
